id_codedep_codecommune,Code_postal,Id_bien,Surface_carrez,Type_local,Total_piece
51454,51100,22056,89.78,Appartement,4
53130,53000,22057,90.92,Appartement,5
54184,54270,22058,50.95,Appartement,2
54184,54270,22059,50.7,Appartement,3
54300,54410,22060,65.6,Appartement,3
54383,54360,22061,82.78,Maison,4
54395,54000,22062,12.69,Appartement,1
54578,54600,22063,78.06,Appartement,4
55043,55430,22064,50.75,Appartement,3
55545,55100,22065,21.83,Appartement,1
56121,56100,22066,79.86,Appartement,4
56121,56100,22067,57,Appartement,3
56178,56300,22068,110.32,Appartement,2
59350,59000,22069,81.09,Appartement,4
59350,59800,22070,70.59,Appartement,2
59350,59000,22071,65.81,Appartement,3
59367,59390,22072,68.9,Appartement,4
59368,59110,22073,56.97,Maison,3
59606,59300,22074,28.81,Appartement,1
60057,60000,22075,97.69,Appartement,5
60139,60230,22076,31,Appartement,1
60159,60200,22077,49.57,Appartement,2
60159,60200,22078,62.5,Appartement,3
60176,60800,22079,46.29,Appartement,2
62128,62118,22080,55.19,Appartement,3
62128,62118,22081,36.49,Appartement,1
62765,62500,22082,66.9,Appartement,3
64129,64140,22083,71.26,Appartement,3
64284,64110,22084,49.49,Appartement,3
64445,64000,22085,210.26,Appartement,7
65286,65100,22086,35.5,Appartement,1
65388,65170,22087,27.13,Appartement,2
65440,65000,22088,35.84,Appartement,2
65440,65000,22089,68.01,Appartement,3
66136,66000,22090,57.53,Appartement,3
69068,69270,22091,58.2,Appartement,1
69069,69290,22092,66.87,Appartement,3
69149,69600,22093,31.46,Appartement,1
69149,69600,22094,46.11,Appartement,2
69171,69210,22095,77.91,Appartement,3
69194,69370,22096,72.17,Appartement,2
69199,69190,22097,46.08,Appartement,2
69202,69110,22098,159.65,Appartement,5
69204,69230,22099,41.82,Appartement,2
69243,69170,22100,141.15,Appartement,6
69244,69160,22101,101.58,Maison,4
69244,69160,22102,17.20,Appartement,1
69249,69510,22103,38.1,Appartement,2
69259,69200,22104,56.18,Appartement,3
69264,69400,22105,69.01,Appartement,2
69266,69100,22106,65.15,Appartement,4
69266,69100,22107,118.64,Appartement,3
69266,69100,22108,65.27,Appartement,3
69266,69100,22109,48.6,Appartement,2
69271,69680,22110,95.93,Maison,5
69275,69150,22111,61.05,Appartement,3
69277,69740,22112,61.06,Appartement,3
69277,69740,22113,48.75,Appartement,2
69282,69330,22114,69.8,Appartement,3
69288,69720,22115,71.68,Appartement,3
69292,69580,22116,191.09,Appartement,5
69293,69580,22117,117,Maison,5
69382,69002,22118,124.38,Appartement,4
69383,69003,22119,119.08,Appartement,2
69384,69004,22120,70.21,Appartement,2
69384,69004,22121,19.61,Appartement,2
69384,69004,22122,51.87,Appartement,2
69385,69005,22123,79.03,Appartement,3
69386,69006,22124,55,Appartement,2
69387,69007,22125,35.91,Appartement,2
69388,69008,22126,42.08,Appartement,3
69388,69008,22127,21.44,Appartement,1
69388,69008,22128,17.64,Appartement,1
69388,69008,22129,34.29,Appartement,2
69389,69009,22130,55.25,Appartement,2
69389,69009,22131,66.37,Appartement,3
69389,69009,22132,36.38,Appartement,1
69389,69009,22133,110.7,Appartement,6
71543,71700,22134,81.19,Appartement,4
72181,72000,22135,25.65,Appartement,1
73029,73000,22136,98.28,Appartement,4
73307,73450,22137,27.89,Appartement,2
74010,74000,22138,65.55,Appartement,3
74081,74300,22139,55.01,Appartement,3
74099,74120,22140,16.05,Appartement,1
74278,74300,22141,36.34,Appartement,2
75101,75001,22142,28.60,Appartement,2
75101,75001,22143,153.02,Appartement,4
75103,75003,22144,65.55,Appartement,2
75103,75003,22145,27.28,Appartement,2
75103,75003,22146,94.27,Appartement,3
75104,75004,22147,22.03,Appartement,2
75105,75005,22148,43,Appartement,2
75106,75006,22149,21.65,Appartement,1
75106,75006,22150,114.18,Appartement,5
75107,75007,22151,13.28,Appartement,1
75108,75008,22152,115.23,Appartement,4
75109,75009,22153,99.48,Appartement,4
75109,75009,22154,39.47,Appartement,2
75110,75010,22155,43.69,Appartement,2
75110,75010,22156,09.07,Appartement,2
75110,75010,22157,58.38,Appartement,3
75110,75010,22158,47.17,Appartement,3
75110,75010,22159,33.83,Appartement,2
75111,75011,22160,81.74,Appartement,2
75111,75011,22161,92.72,Appartement,4
75111,75011,22162,30.06,Appartement,1
75111,75011,22163,55.4,Appartement,3
75111,75011,22164,33.55,Appartement,2
75111,75011,22165,45.42,Appartement,3
75111,75011,22166,23.80,Appartement,2
75111,75011,22167,30.97,Appartement,2
75111,75011,22168,45.1,Appartement,2
75111,75011,22169,15.55,Appartement,1
75111,75011,22170,15.01,Appartement,1
75112,75012,22171,53.46,Appartement,3
75112,75012,22172,62,Appartement,3
75113,75013,22173,25.70,Appartement,1
75114,75014,22174,35.7,Appartement,2
75114,75014,22175,38.08,Appartement,2
75114,75014,22176,31.95,Appartement,2
75114,75014,22177,58.78,Appartement,2
75114,75014,22178,7.71,Appartement,1
75115,75015,22179,51.1,Appartement,3
75115,75015,22180,114.3,Appartement,4
75115,75015,22181,43.83,Appartement,2
75116,75016,22182,44.81,Appartement,3
75116,75016,22183,55.64,Appartement,2
75116,75016,22184,113,Appartement,4
75116,75016,22185,68.65,Appartement,4
75116,75016,22186,23.02,Appartement,1
75116,75016,22187,29.99,Appartement,2
75117,75017,22188,58.81,Appartement,1
75117,75017,22189,43.71,Appartement,2
75117,75017,22190,99.36,Appartement,3
75117,75017,22191,13.25,Appartement,1
75118,75018,22192,50.94,Appartement,3
75118,75018,22193,71.65,Appartement,3
75118,75018,22194,29.55,Appartement,2
75118,75018,22195,54.28,Appartement,1
75118,75018,22196,35.63,Appartement,2
75118,75018,22197,25.73,Appartement,1
75118,75018,22198,56.04,Appartement,2
75119,75019,22199,20.07,Appartement,1
75119,75019,22200,53.14,Appartement,2
75119,75019,22201,33.82,Appartement,2
75120,75020,22202,47.91,Appartement,2
75120,75020,22203,18.50,Appartement,1
75120,75020,22204,42.52,Appartement,2
75120,75020,22205,78.04,Appartement,4
75120,75020,22206,28.43,Appartement,1
75120,75020,22207,42.52,Appartement,1
75120,75020,22208,50.74,Appartement,3
75120,75020,22209,29.44,Appartement,3
75120,75020,22210,26.40,Appartement,1
76341,76700,22211,58.8,Appartement,3
76341,76700,22212,192.49,Appartement,5
76351,76600,22213,36.66,Appartement,2
76351,76610,22214,84.6,Appartement,2
76351,76620,22215,175.38,Maison,5
76498,76140,22216,64.18,Appartement,3
76540,76000,22217,33.81,Appartement,2
76540,76000,22218,49.03,Appartement,2
76540,76000,22219,29.83,Appartement,1
76575,76800,22220,71.91,Appartement,4
77055,77177,22221,80.32,Appartement,4
77108,77500,22222,41.5,Appartement,2
77118,77410,22223,38.16,Appartement,1
77139,77181,22224,61,Appartement,3
77153,77230,22225,43.89,Appartement,2
77186,77300,22226,90.7,Appartement,3
77251,77127,22227,69.86,Appartement,3
77251,77127,22228,51.77,Appartement,3
77284,77100,22229,55.43,Appartement,3
77284,77100,22230,92.84,Appartement,5
77288,77000,22231,17.10,Appartement,1
77288,77000,22232,39.62,Appartement,3
77326,77176,22233,115.79,Maison,6
77326,77176,22234,91,Maison,3
77337,77186,22235,96.65,Appartement,5
77350,77330,22236,57.48,Appartement,3
77373,77340,22237,115.99,Maison,6
77378,77310,22238,62.34,Appartement,2
77511,77230,22239,46.2,Appartement,3
78126,78170,22240,66.7,Appartement,4
78126,78170,22241,87.11,Appartement,4
78208,78990,22242,79.45,Appartement,1
78208,78990,22243,64.77,Appartement,3
78224,78620,22244,146.35,Maison,6
78233,78810,22245,125.49,Maison,4
78311,78800,22246,64.13,Appartement,3
78350,78430,22247,34.26,Appartement,2
78358,78600,22248,60.26,Appartement,3
78383,78310,22249,48,Appartement,2
78383,78310,22250,46,Appartement,2
78401,78250,22251,39.56,Appartement,2
78401,78250,22252,39.7,Appartement,2
78455,78590,22253,111.52,Maison,8
78490,78370,22254,71.36,Appartement,3
78490,78370,22255,65.36,Appartement,3
78490,78370,22256,71.8,Maison,3
78517,78120,22257,79.05,Appartement,3
78551,78100,22258,33.01,Appartement,2
78586,78500,22259,53.72,Appartement,2
78586,78500,22260,63.99,Appartement,3
78646,78000,22261,33.91,Appartement,2
78646,78000,22262,49.44,Appartement,3
80182,80410,22263,35.03,Appartement,2
80826,80460,22264,39.31,Appartement,3
83036,83240,22265,21.53,Appartement,1
83050,83300,22266,22.22,Appartement,1
83062,83130,22267,53.04,Appartement,3
83062,83130,22268,78.6,Appartement,4
83069,83400,22269,61.03,Appartement,2
83069,83400,22270,24.13,Appartement,1
83098,83220,22271,85.42,Appartement,5
83106,83136,22272,73.07,Appartement,3
83123,83110,22273,22.19,Appartement,1
83123,83110,22274,21.29,Appartement,1
83126,83500,22275,17.90,Appartement,2
83129,83140,22276,60.7,Appartement,2
83137,83000,22277,40.05,Appartement,1
83144,83160,22278,62.38,Appartement,3
84003,84400,22279,60.83,Appartement,3
84007,84000,22280,41.69,Appartement,2
84007,84000,22281,73.38,Appartement,3
84031,84200,22282,51.82,Appartement,3
84054,84800,22283,66.23,Appartement,3
84129,84700,22284,60.89,Appartement,2
85151,85290,22285,74.75,Appartement,3
85194,85340,22286,90.58,Maison,4
86070,86300,22287,44.74,Maison,2
88383,88200,22288,55.42,Appartement,3
89024,89000,22289,84.65,Appartement,3
89387,89100,22290,73.51,Appartement,3
91097,91800,22291,84.46,Maison,4
91103,91220,22292,43.33,Appartement,2
91161,91380,22293,71.81,Appartement,4
91326,91260,22294,66.06,Appartement,3
91339,91310,22295,29.55,Appartement,1
91345,91160,22296,74.05,Appartement,3
91345,91160,22297,75,Appartement,3
91386,91540,22298,69.85,Appartement,3
91434,91390,22299,52.92,Appartement,3
91458,91620,22300,110,Maison,6
91549,91700,22301,63.03,Appartement,3
91577,91250,22302,134.06,Appartement,4
91657,91270,22303,54.6,Appartement,3
91661,91140,22304,47.25,Appartement,2
91687,91170,22305,65.39,Appartement,4
91692,91940,22306,42,Appartement,2
92007,92220,22307,56.69,Appartement,3
92019,92290,22308,55.68,Appartement,3
92020,92320,22309,71.03,Appartement,3
92024,92110,22310,34.87,Appartement,2
92024,92110,22311,18.01,Appartement,1
92024,92110,22312,25.15,Appartement,2
92024,92110,22313,42.01,Appartement,3
92026,92400,22314,37.75,Appartement,2
92026,92400,22315,61.79,Appartement,3
92044,92300,22316,64.35,Appartement,3
92044,92300,22317,41.7,Appartement,2
92050,92000,22318,49.27,Appartement,3
92051,92200,22319,139.06,Appartement,5
92051,92200,22320,85.33,Appartement,3
92071,92330,22321,83.12,Appartement,4
92073,92150,22322,66.71,Appartement,3
92073,92150,22323,48.3,Appartement,2
93005,93600,22324,71.24,Appartement,4
93014,93390,22325,68.52,Appartement,4
93031,93800,22326,62.37,Appartement,3
93048,93100,22327,61.57,Appartement,3
93048,93100,22328,49.1,Appartement,3
93048,93100,22329,61.69,Appartement,4
93066,93210,22330,43.25,Appartement,1
93077,93250,22331,32.8,Appartement,1
94003,94110,22332,92.7,Appartement,5
94017,94500,22333,51.01,Maison,3
94018,94220,22334,32.67,Appartement,2
94018,94220,22335,82.02,Appartement,4
94018,94220,22336,42.61,Appartement,3
94019,94430,22337,71.71,Appartement,3
94019,94430,22338,47.7,Appartement,1
94022,94600,22339,68.03,Appartement,3
94028,94000,22340,59.46,Appartement,3
94033,94120,22341,82.02,Appartement,4
94033,94120,22342,45.03,Maison,3
94034,94260,22343,63.02,Appartement,3
94034,94260,22344,58.26,Appartement,3
94041,94200,22345,75.01,Appartement,4
94044,94450,22346,59.15,Appartement,3
94046,94700,22347,99.9,Appartement,5
94046,94700,22348,35.02,Appartement,2
94067,94160,22349,55.65,Appartement,2
94067,94160,22350,57.77,Appartement,3
94067,94160,22351,59.11,Appartement,3
94068,94100,22352,96.44,Appartement,5
94068,94100,22353,27.49,Appartement,1
94068,94210,22354,27.24,Appartement,1
94069,94410,22355,36.11,Appartement,2
94073,94320,22356,65.65,Appartement,3
94074,94460,22357,63.19,Appartement,3
94078,94190,22358,80.46,Appartement,4
94081,94400,22359,78.16,Appartement,5
95018,95100,22360,76.46,Appartement,4
95051,95250,22361,52.86,Appartement,2
95127,95000,22362,72.08,Appartement,3
95142,95750,22363,62.92,Appartement,2
95176,95240,22364,22.81,Appartement,1
95197,95170,22365,99.74,Appartement,4
95210,95880,22366,31.74,Appartement,1
95210,95880,22367,88.26,Appartement,4
95252,95130,22368,88.14,Appartement,5
95306,95220,22369,37.45,Appartement,2
95369,95580,22370,31.01,Appartement,2
95392,95630,22371,44.38,Appartement,2
95428,95160,22372,51.01,Appartement,3
95428,95160,22373,19.95,Appartement,1
95539,95350,22374,75.47,Appartement,3
95572,95310,22375,61.26,Appartement,3
95574,95390,22376,36.8,Appartement,2
95582,95110,22377,31.68,Appartement,1
972229,97233,22378,22.94,Appartement,1
974415,97434,22379,45.74,Appartement,2
01143,1220,22380,96.46,Maison,5
01160,1210,22381,2.36,Appartement,0
01401,1630,22382,87.23,Appartement,4
03321,3400,22383,40.06,Appartement,2
04019,4400,22384,46.21,Appartement,2
06004,6160,22385,30.16,Appartement,2
06004,6600,22386,57.83,Appartement,3
06012,6240,22387,33.88,Appartement,2
06027,6800,22388,57.02,Appartement,3
06030,6110,22389,38.2,Appartement,2
06088,6200,22390,84.63,Maison,4
06088,6100,22391,44.11,Appartement,3
06088,6100,22392,52.32,Appartement,4
06088,6300,22393,16.80,Appartement,1
06088,6300,22394,36.55,Appartement,2
06088,6300,22395,33.04,Appartement,3
06088,6000,22396,43.68,Appartement,1
06088,6000,22397,34.33,Appartement,1
06088,6100,22398,13.71,Appartement,1
06114,6730,22399,86.05,Appartement,4
06155,6220,22400,25.22,Appartement,1
10362,10300,22401,36.3,Appartement,2
11069,11000,22402,67.44,Maison,3
11145,11560,22403,17.32,Appartement,1
11203,11200,22404,74.52,Maison,4
11262,11100,22405,23.41,Appartement,1
11262,11100,22406,98.05,Appartement,4
11262,11100,22407,38.15,Appartement,2
13211,13011,22408,40.17,Appartement,2
13212,13012,22409,50.1,Appartement,3
13213,13013,22410,59.97,Appartement,4
14715,14360,22411,31.39,Appartement,2
16341,16470,22412,48.42,Appartement,2
17299,17300,22413,69.66,Appartement,4
18157,18570,22414,68.65,Maison,3
19031,19100,22415,20.79,Appartement,1
22050,22100,22416,38.99,Appartement,3
22093,22400,22417,36.3,Appartement,1
22118,22100,22418,60.54,Appartement,3
22179,22240,22419,26.61,Appartement,1
22278,22000,22420,115.68,Appartement,3
25056,25000,22421,47.1,Appartement,2
25204,25300,22422,58.34,Appartement,3
26198,26200,22423,52.16,Appartement,3
26250,26600,22424,78.03,Appartement,3
26281,26100,22425,94,Appartement,2
28085,28000,22426,37.44,Appartement,1
28088,28200,22427,82.71,Appartement,3
28279,28210,22428,46.76,Maison,3
29233,29300,22429,56.57,Appartement,4
2A004,20090,22430,31.54,Appartement,1
2A004,20090,22431,40.3,Appartement,2
2A098,20138,22432,95.51,Maison,4
2A212,20115,22433,16.98,Appartement,1
2A288,20146,22434,91.91,Maison,3
30003,30220,22435,106.68,Maison,4
30133,30240,22436,107.15,Maison,4
30258,30800,22437,52.6,Appartement,3
31555,31200,22438,54.44,Appartement,3
31555,31400,22439,16.72,Appartement,1
31555,31500,22440,37.2,Appartement,2
31555,31300,22441,64.01,Appartement,3
32013,32000,22442,55.45,Appartement,3
33003,33440,22443,47.7,Appartement,2
33011,33740,22444,53.04,Maison,3
33011,33740,22445,31.99,Maison,2
33011,33740,22446,118.7,Maison,5
33063,33800,22447,22.60,Appartement,1
33069,33110,22448,67.41,Appartement,4
33119,33150,22449,90.13,Appartement,4
33119,33150,22450,75.97,Appartement,4
33199,33470,22451,63.05,Appartement,3
33214,33680,22452,30.59,Appartement,2
33236,33950,22453,68.87,Appartement,3
33238,33850,22454,93.38,Maison,4
33249,33310,22455,80.97,Appartement,4
33281,33700,22456,82.3,Appartement,4
33281,33700,22457,81.49,Appartement,3
33318,33600,22458,58.21,Appartement,2
33449,33160,22459,40.41,Appartement,2
33522,33400,22460,30.90,Appartement,2
33527,33470,22461,91.13,Maison,4
34003,34300,22462,23.60,Appartement,1
34023,34540,22463,48.27,Appartement,2
34037,34760,22464,67.17,Appartement,3
34192,34250,22465,24.71,Appartement,1
34301,34200,22466,55.6,Appartement,4
34344,34280,22467,24.79,Appartement,2
34344,34280,22468,20,Appartement,1
35122,35350,22469,36.8,Appartement,2
35126,35580,22470,88.03,Appartement,4
35179,35540,22471,90.24,Maison,4
35238,35700,22472,37.66,Appartement,2
35240,35650,22473,82.58,Appartement,4
35288,35400,22474,18.20,Appartement,1
37050,37170,22475,44.38,Appartement,2
37261,37000,22476,17.41,Appartement,1
37261,37000,22477,38.96,Appartement,1
37261,37000,22478,39.94,Appartement,1
38169,38600,22479,72.19,Appartement,4
38185,38000,22480,86.96,Appartement,3
38185,38100,22481,92.05,Appartement,4
38185,38100,22482,69.8,Appartement,4
38185,38100,22483,60.75,Appartement,4
38185,38000,22484,67.94,Appartement,3
38337,38140,22485,110.34,Appartement,3
38347,38940,22486,350,Appartement,2
38377,38110,22487,43.53,Appartement,1
38421,38400,22488,68.04,Appartement,3
38548,38250,22489,28.92,Appartement,1
40001,40800,22490,17.27,Appartement,1
40036,40230,22491,106.32,Maison,4
40065,40130,22492,22.57,Appartement,1
40088,40100,22493,43.09,Appartement,2
40150,40550,22494,25.08,Appartement,3
40184,40200,22495,26.79,Maison,2
40187,40660,22496,41.6,Appartement,2
40243,40370,22497,36.56,Appartement,2
40296,40510,22498,31.66,Appartement,2
40310,40140,22499,26.70,Appartement,2
41151,41400,22500,57.12,Appartement,3
42011,42510,22501,128.21,Maison,5
42232,42370,22502,129.57,Maison,4
43012,43110,22503,128.94,Appartement,3
44026,44470,22504,74.66,Appartement,3
44026,44470,22505,45.02,Appartement,1
44055,44500,22506,45.25,Appartement,2
44055,44500,22507,38,Appartement,1
44109,44200,22508,54.09,Appartement,2
44109,44200,22509,21.91,Appartement,2
44109,44100,22510,77.9,Appartement,1
44109,44100,22511,68.76,Appartement,4
44132,44380,22512,36.28,Appartement,2
44143,44400,22513,49.47,Appartement,2
44143,44400,22514,63.39,Appartement,3
44143,44400,22515,91.11,Appartement,5
44154,44250,22516,68.06,Appartement,3
44162,44800,22517,124.32,Maison,6
44162,44800,22518,64.76,Appartement,3
44162,44800,22519,72.75,Maison,3
44184,44600,22520,16.27,Appartement,1
45075,45380,22521,86.4,Appartement,4
45232,45160,22522,70.49,Appartement,4
45234,45000,22523,58.11,Appartement,2
49007,49100,22524,56.63,Appartement,2
49007,49100,22525,24.43,Appartement,1
49007,49000,22526,69.78,Appartement,4
49007,49100,22527,50.7,Appartement,2
49007,49100,22528,114.25,Appartement,5
49015,49240,22529,68.43,Appartement,4
49347,49125,22530,45.83,Appartement,2
51055,51450,22531,67.77,Appartement,3
51108,51000,22532,19.59,Appartement,1
51454,51100,22533,99.44,Maison,4
51454,51100,22534,42.69,Appartement,2
51454,51100,22535,66.94,Appartement,4
51454,51100,22536,73.6,Appartement,4
54184,54270,22537,28.04,Appartement,2
54234,54730,22538,106.53,Appartement,4
54304,54520,22539,52.6,Maison,4
54395,54000,22540,65.38,Appartement,2
54395,54000,22541,66.56,Appartement,4
54482,54130,22542,72.7,Appartement,4
54580,54190,22543,76.84,Appartement,3
56003,56610,22544,32.1,Appartement,2
56186,56170,22545,33.27,Appartement,2
56262,56400,22546,45.79,Appartement,2
59009,59650,22547,47,Appartement,2
59017,59280,22548,89.75,Appartement,1
59360,59120,22549,25.17,Appartement,1
59507,59790,22550,43.09,Appartement,2
60141,60500,22551,49.5,Appartement,2
60141,60500,22552,84.45,Appartement,3
60141,60500,22553,28,Appartement,1
60141,60500,22554,79.22,Appartement,4
60367,60240,22555,59.08,Appartement,3
60612,60300,22556,41.15,Appartement,2
60612,60300,22557,61,Appartement,3
62609,62580,22558,121.1,Appartement,1
62893,62930,22559,88.81,Maison,4
64129,64140,22560,90.45,Appartement,4
64132,64320,22561,56.31,Appartement,3
64410,64150,22562,58.56,Appartement,3
64445,64000,22563,91.24,Appartement,5
69081,69130,22564,105.02,Appartement,5
69089,69340,22565,42.64,Appartement,1
69089,69340,22566,84.79,Appartement,3
69191,69450,22567,40.92,Appartement,2
69243,69170,22568,175.76,Appartement,5
69250,69890,22569,57.09,Appartement,2
69264,69400,22570,44.98,Appartement,2
69264,69400,22571,57.89,Appartement,3
69266,69100,22572,64.85,Appartement,4
69266,69100,22573,52.78,Appartement,2
69266,69100,22574,40.59,Appartement,1
69266,69100,22575,48.06,Appartement,2
69282,69330,22576,62.53,Appartement,3
69383,69003,22577,130.03,Appartement,5
69384,69004,22578,141.94,Appartement,6
69384,69004,22579,48.54,Appartement,2
69385,69005,22580,88.15,Appartement,3
69387,69007,22581,49.03,Appartement,1
69387,69007,22582,49.21,Appartement,2
69387,69007,22583,54.42,Appartement,3
69387,69007,22584,39.7,Appartement,2
69387,69007,22585,45.9,Appartement,2
69388,69008,22586,54.36,Appartement,3
69389,69009,22587,69.18,Appartement,3
69389,69009,22588,41.07,Appartement,2
70026,70100,22589,79.43,Appartement,2
72181,72000,22590,82.91,Appartement,3
72181,72100,22591,64.29,Appartement,3
72264,72300,22592,49.01,Appartement,2
74042,74130,22593,47,Appartement,2
74056,74400,22594,26.55,Appartement,2
74104,74210,22595,77.51,Appartement,3
74185,74560,22596,122.5,Appartement,3
74243,74160,22597,49.15,Appartement,2
74256,74700,22598,79.76,Appartement,3
75101,75001,22599,18.90,Appartement,1
75102,75002,22600,49.25,Appartement,3
75102,75002,22601,29.03,Appartement,2
75103,75003,22602,105.4,Appartement,4
75103,75003,22603,19.99,Appartement,1
75105,75005,22604,9.17,Appartement,1
75105,75005,22605,114.69,Appartement,5
75106,75006,22606,64.37,Appartement,2
75106,75006,22607,78.27,Appartement,3
75106,75006,22608,75.14,Appartement,4
75106,75006,22609,29.61,Appartement,1
75106,75006,22610,92.11,Appartement,3
75107,75007,22611,123.26,Appartement,5
75107,75007,22612,39.11,Appartement,2
75107,75007,22613,27.09,Appartement,2
75109,75009,22614,44.25,Appartement,1
75109,75009,22615,13.14,Appartement,1
75109,75009,22616,40.95,Appartement,2
75110,75010,22617,76.06,Appartement,4
75110,75010,22618,50.3,Appartement,3
75110,75010,22619,65.6,Appartement,3
75110,75010,22620,35.24,Appartement,1
75111,75011,22621,39.47,Appartement,2
75111,75011,22622,49.78,Appartement,2
75111,75011,22623,21.07,Appartement,1
75111,75011,22624,20.18,Appartement,1
75111,75011,22625,45.9,Appartement,2
75112,75012,22626,33.55,Appartement,2
75114,75014,22627,26.16,Appartement,2
75114,75014,22628,54.32,Appartement,2
75114,75014,22629,77.05,Appartement,3
75114,75014,22630,78.27,Appartement,3
75114,75014,22631,35.62,Appartement,2
75115,75015,22632,23.07,Appartement,1
75115,75015,22633,40.19,Appartement,2
75115,75015,22634,57.29,Appartement,3
75115,75015,22635,48.27,Appartement,3
75115,75015,22636,32.73,Appartement,2
75115,75015,22637,18.19,Appartement,1
75115,75015,22638,42.39,Appartement,3
75115,75015,22639,16.45,Appartement,1
75115,75015,22640,66.67,Appartement,3
75115,75015,22641,12.43,Appartement,1
75116,75016,22642,78.39,Appartement,2
75116,75016,22643,121.29,Appartement,4
75116,75016,22644,29.91,Appartement,1
75116,75016,22645,15.07,Appartement,1
75116,75016,22646,31.81,Appartement,2
75116,75016,22647,68.94,Appartement,3
75116,75016,22648,92.91,Appartement,5
75116,75016,22649,118.17,Appartement,4
75117,75017,22650,162.01,Appartement,5
75117,75017,22651,147.71,Appartement,5
75117,75017,22652,110.03,Appartement,5
75117,75017,22653,61.12,Appartement,2
75117,75017,22654,19.67,Appartement,1
75117,75017,22655,35.65,Appartement,2
75117,75017,22656,35.13,Appartement,2
75117,75017,22657,49.18,Appartement,3
75117,75017,22658,26.66,Appartement,2
75118,75018,22659,101.55,Appartement,4
75118,75018,22660,61.08,Appartement,3
75118,75018,22661,27.40,Appartement,2
75118,75018,22662,71.26,Appartement,3
75118,75018,22663,22.07,Appartement,1
75118,75018,22664,39.6,Appartement,2
75118,75018,22665,32.85,Appartement,2
75118,75018,22666,33.97,Appartement,2
75118,75018,22667,24.85,Appartement,2
75118,75018,22668,18.65,Appartement,1
75118,75018,22669,28.86,Appartement,2
75119,75019,22670,34.69,Appartement,2
75119,75019,22671,90.12,Appartement,3
75119,75019,22672,33.12,Appartement,1
75119,75019,22673,21.95,Appartement,1
75120,75020,22674,24.53,Appartement,1
75120,75020,22675,80.52,Appartement,4
75120,75020,22676,71.79,Appartement,3
76351,76600,22677,86.01,Appartement,3
76351,76600,22678,42.41,Appartement,2
76451,76130,22679,42.02,Appartement,2
76474,76960,22680,20.50,Appartement,2
76540,76000,22681,58.13,Appartement,2
76540,76100,22682,53.3,Appartement,2
77053,77170,22683,75.49,Maison,4
77111,77700,22684,44,Appartement,2
77122,77380,22685,78.49,Maison,4
77152,77190,22686,34.21,Appartement,1
77153,77230,22687,41.94,Appartement,2
77258,77185,22688,77.13,Appartement,4
77284,77100,22689,66.42,Appartement,4
77288,77000,22690,71.8,Maison,3
77327,77370,22691,99.68,Maison,5
77333,77140,22692,70.48,Appartement,3
77373,77340,22693,93.66,Appartement,4
77464,77400,22694,44.11,Appartement,2
77468,77200,22695,84.83,Appartement,4
77470,77220,22696,56.57,Appartement,3
77479,77360,22697,54.66,Appartement,3
78073,78390,22698,68.64,Appartement,3
78126,78170,22699,65.7,Maison,4
78146,78400,22700,55.62,Appartement,2
78146,78400,22701,64.52,Appartement,4
78158,78150,22702,53.95,Appartement,3
78158,78150,22703,69.77,Appartement,3
78172,78700,22704,100.23,Maison,5
78311,78800,22705,38.5,Appartement,1
78311,78800,22706,53.01,Appartement,3
78383,78310,22707,60.74,Appartement,3
78401,78250,22708,95.68,Appartement,4
78401,78250,22709,89.79,Appartement,3
78481,78230,22710,53.54,Appartement,3
78490,78370,22711,70.92,Appartement,3
78498,78300,22712,59.75,Appartement,4
78498,78300,22713,66.37,Appartement,4
78545,78210,22714,74.16,Appartement,3
78565,78790,22715,116.41,Maison,4
78586,78500,22716,85.93,Appartement,4
78621,78190,22717,52.36,Appartement,3
78640,78140,22718,63.07,Appartement,3
79191,79000,22719,85.71,Maison,4
81004,81000,22720,63.05,Appartement,3
81004,81000,22721,57.51,Appartement,3
82121,82000,22722,46.15,Appartement,2
83008,83600,22723,63.44,Appartement,3
83009,83150,22724,65.17,Appartement,3
83034,83320,22725,60.24,Appartement,3
83068,83310,22726,27.99,Appartement,2
83069,83400,22727,28.33,Appartement,2
83069,83400,22728,41.62,Appartement,2
83091,83390,22729,58.55,Appartement,3
83115,83120,22730,28.25,Appartement,2
83118,83700,22731,119.5,Appartement,4
83123,83110,22732,67.68,Appartement,3
83123,83110,22733,15.72,Appartement,1
83126,83500,22734,25.23,Appartement,2
83129,83140,22735,62.98,Appartement,3
83129,83140,22736,29.05,Appartement,2
83129,83140,22737,23.30,Maison,2
83137,83000,22738,66.57,Appartement,4
83137,83100,22739,37.1,Appartement,2
83137,83000,22740,85.49,Appartement,4
83137,83000,22741,60.47,Appartement,3
83137,83100,22742,41.09,Appartement,2
83137,83000,22743,45.85,Appartement,2
83137,83000,22744,198.83,Appartement,6
83137,83000,22745,67.9,Appartement,2
83137,83200,22746,105.99,Maison,6
83153,83430,22747,42.47,Appartement,2
84007,84000,22748,18.44,Appartement,1
84007,84000,22749,92.04,Appartement,5
84007,84000,22750,67.92,Appartement,4
84012,84190,22751,60.2,Appartement,3
84087,84100,22752,58.62,Appartement,3
85047,85300,22753,41.26,Appartement,3
85191,85000,22754,24.70,Appartement,1
85234,85160,22755,19.25,Appartement,1
85288,85440,22756,28.11,Appartement,2
87085,87100,22757,90.85,Appartement,3
